ASV	Kingdom	Phylum	Class	Order	Family	Genus	Species
7ea68727c4e0241bdd33c1ec09ef87bb	d__Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	NA
ff87c7859c87a03641dd621af9542f53	d__Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	NA
5ca52a6ae5338925f48993cace5b7a18	d__Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA
965fd57276422a48d3728ed44a56ef5a	d__Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA
a9412c94fa35e199ae0526d9bc6c8fd3	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	NA
3b986139eb865d198767df2241ddf6fa	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	NA
80edcbf4dbf480558f4d89a8c6d4c91a	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	NA
7fee4e0e60dcbb4a6ba637542be6084c	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	NA	NA
0ccfaf0defe0c253eb9f9b20e7c77fe2	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	NA
d8cb132fd955e20b2876a9dd6489d28a	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	NA
d46ba9f3a423f23da977b6ad0d691929	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	NA
59cc3eb4a94a68b8e3f5a8a2559211f8	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Bartonella	uncultured_Rhizobiales
add077c21c9d0c2e6d5a9c3073a9f2ff	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Bartonella	NA
438dc2a2ea2405a782df5830ae62100e	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA
750f08620280ac259d526441d5e4f45f	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA
8418bfe079fe7ef94f7f7e8db37e07ca	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA
071fe7c30f860ab451af81dbcad44a5a	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA
050329c2fac1eb20d044bcc6a1b7ad94	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA
8fbb45639f32c85085e06660994f97ae	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Phyllobacterium	NA
93c6d27d652ea03fae5a6fc54c83eda4	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Pleomorphomonadaceae	Chthonobacter	NA
898dc27bc68b39ed79754a91234781ef	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
a47d6e7167db87a8e85261d818813ccd	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	uncultured	uncultured	NA
0293e67e31d31e171e5dccc7fcb51cf9	d__Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	PMMR1	uncultured_bacterium
4503bfc14ff876393caf66cd80e7425a	d__Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	PMMR1	Caulobacter_sp.
315ac4478bd92cdfb4921a38aa629dea	d__Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	PMMR1	Caulobacter_sp.
bc03a200af2224fb2a163c73b8d01417	d__Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	NA
1369aba02dd8b749b4c4c2a799d34207	d__Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	NA
7b054f04ff8194f7a97cbbd55455ceef	d__Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	NA
da2492a56d150899bb31914968054d6e	d__Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas_diminuta
bf2a6de0a467b461d929c7b1ba535fa0	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Yangia	NA
816ff5794a7a9f1d397dc9b7b465d616	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	uncultured_bacterium
d0b69095607522e761ec0eb6529bd33a	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	uncultured_bacterium
144ddbd8ea76ce27e2d6bd9c90755d71	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	uncultured_bacterium
64ebdba5852bf2041ce3fbe8b4eda2a8	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	uncultured_bacterium
f5de65ac3c29d1ccd9765acc6f1e2975	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	uncultured_bacterium
7a66cd9217084c4e678273099f2af18a	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	NA
a7b71bd4037c2f4870a6b7b64f2b93f8	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	uncultured_bacterium
7675430657a18056d4babc8b09b5141d	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	uncultured_bacterium
d1ce8f07be52f2033d59ba019c89b3a7	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	NA
49593bfd56ce3e060af49431ce863c59	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	NA
4358c79144c364fec4ba944e53eeebc9	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	NA
7415034b713fb7d9d3d2c7d428f5f56e	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	NA
602b2abac9846981b869622670372fd5	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	NA
fe8d4c9c094e22cb2352aae43f035134	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	NA
a209db4c17ec8202057cc1877d641255	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
fb2f380c0e6135a26223d706f776e378	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
974c84526e7b468ee36f6196e7706aac	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Tabrizicola	uncultured_bacterium
de277ba906f5910b416dfa67c9c3a69b	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	uncultured	NA
c9b614a85c3834e9867efde9317ebe66	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amaricoccus	metagenome
5dc345655122401e746b4b167bb25d21	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amaricoccus	NA
4af0d283055a08d1d21f6daa69aa3a4d	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amaricoccus	NA
77d42cebd95a983004591b43632d1841	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
6cdb6f9615a1fcac55709de730bd2bdc	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amaricoccus	NA
59138bf8171833bbe1395dd13a8903b5	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	uncultured_bacterium
ee875671ba69eaf3c5d2af65873d6d9a	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
e2395ded988b723ba3280c62a50e8b1d	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	NA
0aea1133e5dcc308e6e3876f8ae3397b	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	NA
f198504a3e51ed075b61b1806ffb12d1	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	NA
3aecfdb2f359cc71dab3837d7d008602	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	NA
182dc9eada135066f81f232f06ccb833	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	uncultured_bacterium
705769c8e13839b4f9b491d6a8e936a6	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	uncultured_bacterium
ea4f118db15f47e25b0b91d1ac7cbdd7	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	uncultured_bacterium
91922953df691128acc94cda8f194463	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	NA
f0f099a449a2c76c964d762b9ab2c170	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	NA
b1ac34ecc7fabf54ea553ae2dc3f80f9	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	NA
25f08a8b646d83710eee3e3aa8ac43e5	d__Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	NA
ba5709d840f26c38c4ea726ffddaf918	d__Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	uncultured_Gemmatimonadales
f243e9c28cfb44aa718ff968c4bf3251	d__Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	Longimicrobiaceae	uncultured_bacterium
b707e0fe7d3c7ed818c971b02dd265e2	d__Bacteria	Actinobacteriota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	NA
ce0ee1cd319015d7263fbed0be905431	d__Bacteria	Actinobacteriota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	NA
ab6a8e2af52c17a984b49aa8fb6f60c8	d__Bacteria	Actinobacteriota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	NA
7b8003f4e9ca0013bf18e85bdedea725	d__Bacteria	Actinobacteriota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	uncultured_eubacterium
a3f27a14d28572fa6466c096855d3fb6	d__Bacteria	Actinobacteriota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	NA
a2eb8f3bd922f9c505f001f642fda35a	d__Bacteria	Actinobacteriota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	bacterium
d8b49d4182a43d0afd756686ef355061	d__Bacteria	Actinobacteriota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	NA
5c743c31eb6067ce5f19b80f037bb5c2	d__Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured	uncultured_soil
b4a7921b5be450741129041277d04bb4	d__Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured	NA
a9e65738ff56c5ef12e5e85cc6fa9575	d__Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured	NA
b2ad6257a9df113e5373623d7a89ae2d	d__Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	NA	NA
dfa14e131557ba7faed609001fb41182	d__Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	NA
3c7f753e644c67ec1da82e8f078ee7c9	d__Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	metagenome
8b06e3aaf20088a8f279fbcc4b75f0a7	d__Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	uncultured_bacterium
17f775a609acd204d05e3a96d80ae988	d__Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	NA	NA
e0a06fe4060948c64421f237dbf3b223	d__Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	NA	NA
80e60debd9a51b1e2301fd105e89fdf3	d__Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	NA	NA
bb6e8deff8b1660f7009f482712bb241	d__Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	uncultured	uncultured_bacterium
bd5b49356b3f0d7df7ca4df711e53c63	d__Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	NA
f317a3bc28231cd055d5749b5886ab2d	d__Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	NA
8555316e932481e47467e8fce053f8cf	d__Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	NA
c9e1047fb56950bdf687cffdb98c19e1	d__Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	NA
0905c0dc5600359d7d530c155440d05a	d__Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	uncultured_bacterium
518acb852093de8a82e0864a197c2b65	d__Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	uncultured_Solirubrobacter
e2b973b6005a4ab774bbc53a1c12ce30	d__Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	NA
0d942550ad896e1853ceac0584985010	d__Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	NA
8efe9f06f02913a14c79c739fd3741ae	d__Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	uncultured_Solirubrobacter
29e3de21520a95ab4db7733d2ec44990	d__Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	NA
5271e81f17d784e306ac87f4d8e3d305	d__Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	NA
291705e9ae1b97d70d8b7a59cf541fba	d__Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	uncultured_bacterium
01afe84688c9004c130ca4a3ac94f204	d__Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	uncultured_bacterium
f6a83cd3a46acac54dd63c366d89cc1b	d__Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	NA
59d31914722902a6e9666c648b1b406a	d__Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	NA
35e05fadf6b4caac1894d445248f7b7a	d__Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	metagenome
fd479c26fe5b4fa0312d556634c05904	d__Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	NA
14390548f3f636eb2c5fb69f1440e5ff	d__Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	metagenome
4888f27e56ff8e2942e39b6b7e0a9959	d__Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	NA
fbcc2eac6e0825b15b29cdeae1245b49	d__Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	metagenome
f014570c3801217843c28c021c6b87f7	d__Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	NA
0e4278c3e8e4a51db26bd28f21372a09	d__Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	NA
36b2db60002f5bef0cb692edb6ea954f	d__Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	uncultured_Rubrobacteria
8ac8252fd14afd0f71185d8bd9961d7a	d__Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	uncultured_actinobacterium
88d8b6479cf663a856c0cc6502401085	d__Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	uncultured_Rubrobacteria
0d01dbbdf0d924a064fb6e6fa7f3f193	d__Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	uncultured_actinobacterium
e9e05e68a0d7f068c9ced6aae7d15212	d__Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Corallococcus	NA
9be5cc60a580ed6cbbf3c5b4460bf1dd	d__Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	NA
5ca40a85781db6b4d842c1c9732d4df1	d__Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter	metagenome
a243942d83a0019a168b9f10808c4194	d__Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	uncultured	metagenome
63d1267c9766b6a6f6bb7468c3c50d2e	d__Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	uncultured	metagenome
feb306b54ad5ad52b8c22b55ed2b97c0	d__Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	uncultured	NA
e548e049d165532ecd8ea5a6fc1c406e	d__Bacteria	MBNT15	MBNT15	MBNT15	MBNT15	MBNT15	NA
9f1414e2233d20717c5ed418bd88e872	d__Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	0319-6G20	0319-6G20	uncultured_Roseobacter
efcc86870c170d437cd8706ef2300fea	d__Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	0319-6G20	0319-6G20	uncultured_Syntrophobacteraceae
4c5d68201f914f52b117ea4ac83882b0	d__Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Bdellovibrio_sp.
3aa9651cfa802558efa3d55e8fbd3be8	d__Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Bdellovibrio_sp.
f1ae508e9bce668da00878b476698009	d__Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	uncultured_bacterium
2ebd0d644ef63a7d382d36f2c3e3c11f	d__Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	uncultured_prokaryote
16d33079f1e577c67f58d111a3013372	d__Bacteria	Bdellovibrionota	Oligoflexia	Silvanigrellales	Silvanigrellaceae	uncultured	uncultured_bacterium
58580c771f6e9932c73f7e80b1842fc6	d__Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexales	Oligoflexus	metagenome
7fc460b386431099c45986947f6d800f	d__Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	NA
af8df7f3730061d26b9655ec5b4a5c25	d__Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium_indicum
bb03e6ea99adcfcf8083ec2c9af114fb	d__Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	NA
1fe1038ba8feb853d6ca01a1072c861d	d__Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	NA
5522d2cf9de6b68750130256aaea38ef	d__Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	NA
2570639e39566f74a4e751c23b16bfad	d__Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	NA
07950ff5c7fe6221719c8f5a6b0ed489	d__Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	NA
b40e445e1ad7edc719d9c2c850533e7c	d__Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	NA
76f218da52fc9578de6d2c832a6c5b8e	d__Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	NA
684ecd569ea5f44a1a23cf0bd0f18d99	d__Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola	uncultured_bacterium
9b7733f912f4f7f770e6c911618ff2bd	d__Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	NA	NA
2936a7c18d38dff716dfa89962cb7cbe	d__Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	NA
3111013c2c746f02f10f7f9de09b9b3c	d__Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium	NA
b686aa7b473bb5538f79587f62edaa5c	d__Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	uncultured	NA
5b1f1553289f4df9ae86b0ba0e0dbc86	d__Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	IMCC26256	IMCC26256	uncultured_Ferrimicrobium
a4a36cd0ad2a5839ca55ccff4f125ea9	d__Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	uncultured	uncultured	uncultured_bacterium
6128d85363f77663252c7d4f64b32fd5	d__Bacteria	Actinobacteriota	Acidimicrobiia	uncultured	uncultured	uncultured	uncultured_Acidimicrobiales
65939ed633f007a7580bb1a6bfa5ceb2	d__Bacteria	Actinobacteriota	Actinobacteria	Kineosporiales	Kineosporiaceae	Quadrisphaera	Quadrisphaera_sp.
309f709bad1a4267dde4fe32d526ce32	d__Bacteria	Actinobacteriota	Actinobacteria	Kineosporiales	Kineosporiaceae	NA	NA
427c670b9e6f6f691164f9a72dead1c6	d__Bacteria	Actinobacteriota	Actinobacteria	Kineosporiales	Kineosporiaceae	NA	NA
9c0cbb5ab6b8fc635261f9deba8b6f1f	d__Bacteria	Actinobacteriota	Actinobacteria	Kineosporiales	Kineosporiaceae	NA	NA
0c4e127f281dbd4889ef1aeaa6ec2301	d__Bacteria	Actinobacteriota	Actinobacteria	Kineosporiales	Kineosporiaceae	Kineococcus	NA
0b3d399699a216a9b534775364655d93	d__Bacteria	Actinobacteriota	Actinobacteria	Kineosporiales	Kineosporiaceae	Kineosporia	uncultured_bacterium
671f6b0548b5f6bb5cac618e04d9b774	d__Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas	NA
ad574a0549476e3fe09be14e6cbee475	d__Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas	NA
c1b8a9509648bd29a13e7b10e2a76a54	d__Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas	NA
e4722608d42624b72fd92ca881761184	d__Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas	NA
36494023e96e971eb340b4addc0ad853	d__Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	NA	NA	NA
c95ae406e809bf890d9c57ac747a1904	d__Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	NA	NA
af2faa3026aac1d3bfda6cf01510c8f6	d__Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Phycicoccus	NA
5de4f2f2611a25bbc1bee90f00c8ff68	d__Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Dermatophilaceae	Mobilicoccus	Mobilicoccus_pelagius
a56e210805ff113bfeda1e479d11c7c2	d__Bacteria	Actinobacteriota	Actinobacteria	Kineosporiales	Kineosporiaceae	Kineococcus	NA
c360a7e1096c42329a5275f02974e44e	d__Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Dermabacteraceae	Brachybacterium	NA
80098a510a2de969f9c962765606c3a3	d__Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Gardnerella	NA
04456df6334d5e14e85824448a0c6143	d__Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	NA
2861b60feb98b96bfdfae4152ea84ae7	d__Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	NA
b0fff38b3483818a857187af760760f5	d__Bacteria	Actinobacteriota	Actinobacteria	Kineosporiales	Kineosporiaceae	Quadrisphaera	uncultured_bacterium
e5b314137a33bf9724461a4e2e43e513	d__Bacteria	Actinobacteriota	Actinobacteria	Kineosporiales	Kineosporiaceae	Quadrisphaera	uncultured_bacterium
6bdfba34994b0d1ebf956cb4599fee27	d__Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Leucobacter	Leucobacter_sp.
2d3e4abcb4a45862d0f087a051fea7bd	d__Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Leucobacter	NA
729992fc524b5c9f4ea11e6dfbd9dd47	d__Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	NA	NA
f35fd86dac94d93b803ff026c4a4a402	d__Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	NA	NA
fed998f5a10e6bc08ccbb3db3c04cdc6	d__Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Amnibacterium	NA
ca4bb0818c1bbc09f485ddb4bc02f249	d__Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Amnibacterium	NA
a60f65f55ff0d35b33769f7c05810bf3	d__Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	NA	NA
7587a72857f28f38739e1644a4e76813	d__Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Marisediminicola	uncultured_bacterium
6e91cdd1910f00ba013235f60172ed87	d__Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Clavibacter	NA
b9781e39f4300fcfc6d995cf5df79388	d__Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	NA	NA
